Username,Rating,Isi Ulasan,Waktu Ulasan
dyah kesuma,5 bintang,"Spot foto
Cari tempat yang tepat, kamera yang mendukung + waktu yang tepat

Dah disini foto juga harus nunggu lampu lalu lintas yang pas
Foto-foto juga harus lihat situasi dan kondisi pengguna jalan lainnya
Tetep terapkan protokol kesehatan
Jangan lupa keselamatan juga
Owh iya, dimana bumi dipijak disitu langit dijunjung jadi ikuti aturan yang ada yaaa",5 tahun lalu
Agus pipo,5 bintang,Tugu iconic joga yang pastinya banyak terkenal di masyarakat . Berada tepat ditengah perempatan jadi kita kalo mau foto harus parkirin motor kita di trotoar sekitar tugu jogja .,4 tahun lalu
Prasetyo Harjanto,5 bintang,"Salah satu icon kota jogja...
Lokasi yg baru saja berbenah,menjadi kawasan pedestrian...
Tidak boleh kelewatan,ketika kalian berkunjung di kota jogja... …",4 tahun lalu
Nor Maulidyaningrum,5 bintang,Kalo kejogja ngga foto atau berkunjung ke tugu kayaknya ada yg kurang 😅 best buat foto yg jogja bgt wkwk …,9 bulan lalu
Eka Rizqi Amaliyah,5 bintang,"Tempat asik buat hunting foto. Disekitaran banyak caffe dan angkringan yg nyaman untuk mengisi perut, ngobrol-ngobrol sambil menikmati pemandangan tugu.",3 tahun lalu
anis setyowati,5 bintang,"Minggu pagi,
Yaa Jogja malamnya habis diguyur hujan, besok paginya bisa secerah dan cantik gitu ya langitnya. …",Diedit setahun lalu
Febri Nazuka,5 bintang,Vibesnya kalau malam dan atau menjelang senja memang oke. Ada bangku untuk menikmati suasana di sekitar tugu.,2 tahun lalu
Sukar ni,5 bintang,Tugu kebanggan warga jogja... Selalu ramai di sepanjang hari... Kalo ke Jogja gak afdol kalo belum foto disini... Jogja istimewa.,2 tahun lalu
Cak_Pit Channel,5 bintang,"Kenangan yang tidak terlupakan, suasana yang cerah pas dipagi hari. Jalan kaki hanya 5 menit dari hotel citradream tempat saya menginap.",2 tahun lalu
Bellia Cahyono,5 bintang,Jelajahi Malioboro dari ujung ke ujung...cukup melelahkan...,2 bulan lalu
Nur Aris Purwantoro,5 bintang,Ikonnya Jogja. Tapi saat berkunjung kesini pada tanggal 18 November 2020 sedang dilakukan penataan sehingga sedikit kurang nyaman. Tapi kalau sudah selesai pastinya bakal menjadi lebih bagus. Semoga segera selesai.,5 tahun lalu
Ruwanto,5 bintang,"Punya kenangan apa disini
Hanya sekedar main2
Jalan2
Kwtemu temen
Ngamen
Nongkrong
Foto
👍👍👍
Mantap lahk klw ke jogja lewat sini
Biasa lahk wong gunung lek nang kota mesti bingung arep ngoyoh 😁😁😁",Diedit 2 tahun lalu
Muhammad Joko Saputro (Jo),5 bintang,"Icon kota Jogjakarta

Setiap akhir bulan, hari Jumat, ada event sepedaan ramai sekali jam 9 malam. Tugu jadi macet dan tidak teratur",5 bulan lalu
Arini Rahman,5 bintang,"Serrrruuuuu,,,,,ayo datang ke jogja di dekat tugu itu ada permainan skuternya jd kita bisa keliling dari tugu hingga titik nol pakai skuter,,,muter2 n utk sewa skuter nya sama,,,jd paguyuban mreka👍👍trus bisa fhoto2 sama pocong jg😅😅 …",3 tahun lalu
Anggito Nur,5 bintang,"Saya kesini saat malam hari dengan lalu lintas jogja yang seperti biasanya yaitu ramai lancar, menurut saya tugu jogja ini merupakan salah satu cagar budaya yang terletak di tengah kota dan merupakan salah satu dari sumbu filosofi di kota jogja yang membentang dari gunung merapi hingga laut selatan. Semoga saja pemerintah baik pemkot maupun pemda dapat segera mencopot pagar orange yang mengelilingi tugu karena pagat tersebut mengurangi nilai estetika dari cagar budaya itu sendiri.",2 tahun lalu
Vonny Candra,2 bintang,"Stasiun bagus, tp pos keluar parkiran motornya tidak manusiawi. Kendaraan roda 2 banyak banget cuma bikin 2 pos. Naik KA Lodaya pelayanan gerbong restorasi nya lama banget cuma nunggu ciomy n bakso",setahun lalu
Kattri Minarti,5 bintang,"Sekarang area tugu jogja lebih cantik dan luas. Berbeda dengan beberapa tahun lalu. Tapi tetap harus hati hati saat akan menyeberang dan yang berbeda lagi adalah, adanya miniatur dari tempat wisata sekitar tugu jogja yang lucu. Selamat berkeliling jogja",7 tahun lalu
Rinrin Septriandes,5 bintang,"Mau foto yg cantik bisa menggunakan jasa street fotographer murah, cuma 5000 / foto yg dipilih",sebulan lalu
FeiFei ADH,5 bintang,Ramai kalau malam banyak angkringan disekitar sini tapi klau pagi enak untuk jalandan olga ad,8 bulan lalu
Nina Antasari,5 bintang,senang disini... warlok perlu lestarikan dn abadikan slalu,7 bulan lalu
ahmad winarno,4 bintang,Selalu ramai dan banyak tukang foto dg hasil lumayan bagus,9 bulan lalu
Michael Vincent,5 bintang,"Tugu Jogja, siapa yang tak tahu tempat ikonik di salah satu sudut Kota Jogjakarta. Tugu bersejarah ini berdiri tegak sejak ratusan tahun lalu, yang dibangun oleh kolonial Belanda dengan tujuan untuk memecah belah rakyat Jogja, namun tak …",5 tahun lalu
Wulansari Handayani,5 bintang,"""Bagussss... Bukaa 24jam...
Spott foto bagusss
Banyak cafeee.. Toko oleh2 jg banyaakkk",setahun lalu
Anita Witanto,5 bintang,"Suasana di seputar tugu selalu ramai dan hidup..sembari menikmati malam di sini bisa nongkrong sambil kulineran,ala kaki lima ada angkringan Kang Jo yang letaknya di samping tugu persis,ala cafe ada Keboen ndalem,di sekitarnya juga ada warmindo..nongkrong gak harus mahal.",2 tahun lalu
Ani Purwati,5 bintang,"Salah satu icon Jogja. Ada kantong-kantong parkir yang siap untuk menampung kendaraan yang ingin berwisata di jogja. Disekitaran tugu jogja ini, ada cafe, restoran, penjual gudeg, angkringan. Tempat bersih, sejauh mata memandang, tidak ada …",6 tahun lalu
boss jeruk,5 bintang,"Tugu Jogja disebut juga munumen Jogja kembali.. biasa digunakan tempat berfoto pengunjung dari luar kota Jogja,, tuku yang khas dan ciri dari kota Jogja membuat kenangan tersendiri. Juga biasa digunakan tempat berkumpul dan istirahat …",6 tahun lalu
HykaFT 370 • 3 years ago,5 bintang,Tempatnya dipenuhi oleh beberapa fotografer yang siap untuk memotret Anda jika anda ingin foto yang bagus. Untuk lokasinya juga dekat dengan Malioboro. Tinggal jalan sekitar 850m ke utara dari stasiun Tugu. …,setahun lalu
Popo Harianto,5 bintang,"Tempat yg sangat bagus dan bersih,walaupun ada perbedaan karena di pager,2017 belum di pager pas kesitu lagi 2024 udh dipager.",setahun lalu
Niea Artha,5 bintang,Tugu yang menjadi iconic dari Yogyakarta. Punya cerita manis dan indah tepat di tugu ini sebelum di pagar seperti sekarang. Selalu senang dan ketagihan untuk datang ke Yogyakarta.,4 bulan lalu
Ricky,5 bintang,"Tugu yang terletak di perempatan Jalan Jenderal Sudirman dan Jalan Margo Utomo ini, mempunyai nilai simbolis dan merupakan garis yang bersifat magis karena menghubungkan Laut Selatan, Keraton Yogyakarta, dan Gunung Merapi. Pada saat awal berdiri, secara tegas bangunan menggambarkan Manunggaling Kawula Gusti, yaitu semangat persatuan rakyat dan penguasa untuk melawan penjajah.",3 tahun lalu
Soneo,4 bintang,Kalau berkunjung kejogja rasanya kurang afdhol jika tidak mampir ke tugu. Sekrang pinggirannya masih ditutup mungkin agar wisatawan tidak foto ditengah karna akan mengganggu lalu lintas. Disekitaran tugu banyak sekali makanan dan kulineran khas jogja. Saran kalau tahun baru kesini mending berangkatnya agak maleman. Dan mendingan agak dibelakang biar dapet view yang bagus.,3 tahun lalu
Linov Purp,5 bintang,"Jalan dari tugu sampe mendekati titik nol malem², ga kerasa karena sekitarnya rame",Diedit sebulan lalu
henik badriyah,5 bintang,Sangat ramai pengunjung sambil foto unt mengabadikan dg tugu jogja,sebulan lalu
Mamanya Saiya,5 bintang,"Wajib lewat sini kalo pas mudik ke Jogja. Karena kalo pas diluar Jogja trus liat foto tugu, pasti tiba-tiba jadi kangen n mellow.",2 tahun lalu
Afrizal Offical,5 bintang,"Karena kondisi belum stabil jadi ngk bisa ke tugu dulu,kala boleh biasanya bisa foto"" di deket tugu. Kalau yang bingung cr tempat parkir skalian nongky bis ke omman coffee atau kebon ndalem,atau deket cycle K jl.sudirman",4 tahun lalu
Uba Rahmat Setiawan,5 bintang,"Salah satu landmark kota jogja,  bangunan yang benilai sejarah dan penuh kenangan.
kalau ke jogja ga kesini seperti Ada yg kurang.
Paling bagus kalau berkunjung kesini dengan niat foto-foto jam 10 malam ke atas, suasana lebih sepi. Cuman harus agak hati-hati karena banyak kendaraan yang melintas

Selain untuk foto-foto, kita juga bisa wisata kuliner khas Jogja di sekitaran tugu ini. Ada banyak warung nasi kucing yang buka sampai tengah malam.

Repotnya disini kalau bawa kendaraan, kudu parkir didepan ruko disekitar areal tugu.",Diedit 2 tahun lalu
Nisfa V,5 bintang,"cakep koo, tiap hari liat jg ga bossn",Diedit 3 bulan lalu
Sulistiyo Utomo,4 bintang,"Aroma masa lalu nya terasa sekali, meskipun sekarang sudah berada di tengah kepadatana lalu lintas modern. Saya rasa ini adalah spot foto wajib buat yang datang liburan ke Yogyakarta.
Sayangnya area tempat berfoto di sini cukup sempit, dan harus pandai-pandai mencari celah di antara lampu merah agar latar belakang kita bisa ""sepi"" dari kendaraan",setahun lalu
Shinta Arien,5 bintang,Lg rutin ke jogya nginep di hotel yg area tugu & tiap mlm selalu nongkrong ngopi sm foto2..,setahun lalu
Bintang Bradhiena Surya,5 bintang,"Tugu Yogyakarta (bahasa Jawa: ꦡꦸꦒꦸꦔꦪꦺꦴꦒꦾꦏꦂꦠ, translit. Tugu Ngayogyåkartå) adalah sebuah tugu atau monumen yang sering dipakai sebagai simbol atau lambang dari Kota Yogyakarta, Daerah Istimewa Yogyakarta. Tugu yang terletak di perempatan Jalan Jenderal Sudirman dan Jalan Margo Utomo ini, mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Pantai Parangtritis dan Panggung Krapyak di Kabupaten Bantul, Keraton Yogyakarta di Kota Yogyakarta dan Gunung Merapi di Kabupaten Sleman.

Tugu ini sekarang merupakan salah satu objek pariwisata Yogyakarta, dan sering dikenal dengan istilah “Tugu Pal Putih” (pal juga berarti tugu), karena warna cat yang digunakan sejak dulu adalah warna putih. Tugu pal ini berbentuk bulat panjang dengan bola kecil dan ujung yang runcing di bagian atasnya.",setahun lalu
Mochammad Sugiat Pribadi,4 bintang,"Salah satu tempat ikonik Kota Jogja. Hari kerja ataupun hari libur selalu rame. 👍

Makan gudeg malem-malem, pinggir jalan area Tugu Jogja. Mantaab 👍👍👍",setahun lalu
Bayu Wicaksono,5 bintang,Ikon yang mempersatukan warga jogja. Selalu menyempatkan nongkrong sebentar ditugu kalau sedang berkunjung ke malioboro.,setahun lalu
Andy Setiadi,5 bintang,"Klo bikers bilang akan ada cerita disetiap kilometernya 😂

Jogja Istimewa ❤️",setahun lalu
Julita Rahmania,5 bintang,Gak afdol kalo kejogaj belom ke tugunya. Apalagi di suasana malam . Jogja memang sangat istimewa.,setahun lalu
Rika Sulistyaningrum,4 bintang,Jogging pagi ke sna....tapi tidak semenyenangkan dulu....udah rame bangeeeeet....beeeeugh...,sebulan lalu
wanto sujar (wanto),5 bintang,"I con nya Jogja Monumen Tugu/Tugu Golong Gilik selain Malioboro, di waktu malam hari sangat ramai  wisatawan domistik guna melepas rasa lelah  sambil nyantai , dan ada jg kuliner angkringan dan kafe kebon ndalem  nya.",Diedit 4 tahun lalu
Henhen Siregar,5 bintang,"Tugu ikonik kota Yogyakarta, kalian semua pasti tahu. Disini ada 2 tempat ngopi rooftop. Yg rooftop nya ada tempat berteduhnya itu harga relatif 20-50rb an yagesya, klo yg gaada tempat berteduhnya tuh lebih murah. Mungkin karena gadikenakan pajak kali ya",2 tahun lalu
Hendry Widianto,5 bintang,ramai pesepeda di akhir pekan,4 bulan lalu
Eka Andriansyah,5 bintang,Lokalan plat P jember menyapa👋🏻 …,sebulan lalu
helmisulaiman ha,3 bintang,"Tak pernah ada malam disini, selalu ramai, aktif, dan menyenangkan. Perubahan yang terjadi pada Tugu jogja sebagai simbol Jogja sampai saat ini harapannya tidak jauh dari sejarah Jogja, tetap jadi kota budaya dan pendidikan ter kece, walau macet kian hari semakin menjadi",6 tahun lalu
Ricky Saputra,5 bintang,Tugu pal putih sebagai ikon kota Jogja yang sangat terkenal. Merupakan tugu pengganti tugu Golang Gilig yang hancur saat gempa bumi tahun 1800an. Tidak jauh dari tugu pal putih ada replika tugu Golang Gilig lengkap dengan catatan sejarah …,Diedit 4 tahun lalu
Tarmuji Muzi,5 bintang,Pemandangan salah satu ikon jogja yang wajib dikunjungi..bisa dibuat spot foto sekaligus menikmati suasana malam jogja yang syahdu..,Diedit 3 tahun lalu
Wisnu Pandu,5 bintang,"spot favorit para wisatawan kalo ke jogja, jangan lupa juga mampir di cafe ikonik samping tugu jogja yaitu kebondalem cafe",2 bulan lalu
Novi Azahra,5 bintang,"Tugu Jogja, Terimakasih suamiku sdh membawaku kesini. pdhl dlu disinilah impian ku pengen kuliah,tapi malah punya tmn banyak disini bahkan bisa pergi bolak balik kesini.",setahun lalu
LISNA SIDIQ,5 bintang,"Berkunjung di saat liburan sekolah, sangat rame antre utk ambil foto",7 bulan lalu
Darma Putra,5 bintang,"Sudah tertib. Kalau dl blm dipagarin, klo gak salah, jaman sy SMA th 199... Skrg Rapih.",Diedit setahun lalu
Gery Kurniawan,5 bintang,"Enak buat cankrukan apalagi kalau weekend, ada angkringan juga didekat Tugu.",10 bulan lalu
bayu probo,5 bintang,"Siapa yang nggak kenal dengan tempat ini haha, melihat tugunya saja semua orang pasti tau, tugu joga kita bisa foto-foto ditempat ini asal tetap mematuhi peraturan, sedikit bertanya-tanya dengan petugas disini kenapa pocong dan valak merah …",6 tahun lalu
Aditya Dwi Nugroho,5 bintang,Tugu Yogyakarta adalah ikon kota yang memukau dan menjadi salah satu landmark paling terkenal di Yogyakarta. Tugu yang memiliki bentuk seperti obelisk ini berdiri dengan megah di tengah kota dan menjadi simbol perjuangan serta kebanggaan …,setahun lalu
Julia Winadia syavira,5 bintang,vibes tugu jogja gaada yg nandingin,sebulan lalu
Putri Aprilia Rachmawati,4 bintang,"Tugu Yogyakarta adalah termasuk icon kota Yogyakarta.
Berada ditengah persimpangan jalan.
Kalau ke Jogja tidak mampir kesini, pastilah kurang afdol. …",7 tahun lalu
25-11 Achmad Wasiludin (Wasil),5 bintang,Icon Jogja ini jadi primadona bagi mayoritas pengunjung. Belum sah rasanya kalau belum foto dengan tugu ini. Jadi silahkan nikmati setiap spot pada temat yg menjadi favorit dan rekomendasi untuk para pengunjung,5 tahun lalu
Nur Huda,5 bintang,Jalan pagi keliling tugu jogja,2 bulan lalu
Hend' Prayogo,5 bintang,"Gowes di kota yogyakarta, kalo belum mampir ke Tugu Djogja rasanya kurang afdol.
Salah satu tempat bersejarah di Daerah Istimewan Yogyakarta, yang sering …",Diedit 4 tahun lalu
Yustina Carolina F. Salsinha,5 bintang,"Salah satu magnet yang menarik orang2 untuk balik lagi ke Jogja.
Tugu Pal Putih yang terletak di tengah perempatan ini kalau dilihat dari sudut manapun bakal tetap kece, apalagi di malam hari. Sekelilingnya ada banyak banget …",2 tahun lalu
Leoni Maulana,5 bintang,"Kalau ke Jogja belum kesini, belum lengkap. Bagi yang belum tahu, letak Tugu ini berada tepat di tengah-tengah persimpangan jalan. Kalau kesini disarankan malam hari mengingat intensitas lalu lalang kendaraan sudah lebih sedikit berkurang. …",7 tahun lalu
Hamon Jalan Jalan,4 bintang,"Salah satu tempat destinasi photo yang menarik bagi wisatawan, setiap malam ada khusus lokasi yang tidak dilalui oleh motor sehingga wisatawan bisa foto dengan latar belakang Tugu. …",Diedit 3 bulan lalu
Nay Ny,5 bintang,"Wow rame banget sih ini, karena saya perginya pas lagi suasana libur akhir tahun.",2 tahun lalu
nani monika,5 bintang,"Belum ke jogja kalo belum ke tugu (katanya sih) 😁 ada fotografer yang bantu fotoin kita , foto jadi lebih bagus krn pake kamera, harga relatif murah , 1 foto 5k …",2 tahun lalu
Diky Prayoga,5 bintang,Tempatnya bagus banyak penjual makanan jadi aman perut. Rekomendasi kalau kesini jangan di hari libur karena sudah pasti full lah cok.,2 tahun lalu
Hesti Din,5 bintang,"Jogja memang seallu ngangenin..
Pernah dnger kata2 kalo udah tau rasa air jogja Insyaalloh bakal bisa dateng lagi😍🥰 …",setahun lalu
Farahy Miftah,5 bintang,"Asik. Dipakai untuk jalan enak banget dan nyaman. Banyak makanan berupa angkringan, gelato, wedang, maupun minuman khas Jogja.",setahun lalu
Ari Rahman,5 bintang,"Tempat nya bersih, nyaman, sangat ikonik dan yang paling penting ga banyak pengamen apa lagi yang maksa  kaya kota lain",setahun lalu
Aden Ayu,5 bintang,"Kalau kesini jangan lupa
Pakai jasa fotografi ya hehe buat abadikan moment kalian
Murah kok per file 5000 saja
Icon jogja yg keren 😍 …",3 tahun lalu
Mang Re Ep,5 bintang,"Tugu jogja monumen iconik yang ada di jogja dengan segudang nilai didalamnya. Syahdunya Pemandangan kota, hiruk pikuk lalu lalang kendaraan dan asoynya suasana jogja membuat tempat ini begitu indah untuk sekedar bersantai dan menongkrong untuk menikmati suasana jogja.",setahun lalu
Made Tirta,5 bintang,"Tempatnya bersih, banyak angkringan disebelah selatan. Jadi tempat nongkrong favorit nikmatin kopi joss (kopi+arang) dan aneka sate. Dg harga trgolong murah untuk daerah wisata. …",Diedit 2 tahun lalu
Narayana Indonesia,4 bintang,"Lokasi platform Jogja yang menarik dan bersejarah. Mereka yang mengambil foto harap hati-hati, karena terletak di tengah perempatan jalan. Untuk para pengguna kostum (cosplayer?), sebaiknya bertema prajurit keraton atau pakaian khas …",6 tahun lalu
Ilham,4 bintang,"Pusat keramaian untuk menandakan kalo sedang di Jogja, momen terbaik kesini adalah pagi hari sambil makan jajanan pasar keranggan",2 tahun lalu
HERIBERT Gorgom,5 bintang,"Sering kami jadikan titik berkumpul bersama rekan2 Bikers Subuhan Jogja sebelum gas menuju masjid dikala subuh tiap hari sabtu dini hari.
Tugu pal putih ini walau malam hari selalu ada pengunjung, tidak pernah sepi. …",7 tahun lalu
Nina Momo Channel,5 bintang,"Tugu jogja yang dulu zaman kuliah sering dilewati... tapi gk prnah foto"".. jadi pas nongki kemarin kita buatlah kenang""an ini",setahun lalu
Randy Bharada,5 bintang,Salah satu ikon kota Yogyakarta dan menjadi salah satu destinasi para wisatawan untuk berfoto di sekitar sini.,11 bulan lalu
sendal cepit,5 bintang,"Dateng kesini itu paling gak ba da subuh atau jam 3 pagi,sepi kalo mo foto2 dah, dan baru tau saya,duduk disini ada free wifi dengan nama yg unik heheh",2 tahun lalu
Nanda Budi,5 bintang,"Jika pergi ke Jogja jangan lupa sekali² mampir disini buat meninggalkan jejak. Cuma kalau kesininya pas weekend jangan berharap lebih karena pasti rame, bahkan sampai tengah malam pun masih rame. Ada fotografer dan orang cosplay jika kalian ingin menggunakan jasa mereka untuk fotomu yg lebih aestetik",3 tahun lalu
Rizky Dana Saputra,5 bintang,Pernah touring kesini dari blitar .. Dan yap tempat bagus recomended kalo mau ke jogja .. Foto mau ke malioboro😍🙏 …,8 bulan lalu
