User,Teks,Waktu,Sumber,Teks_Bersih
@NickyJimiun-k4j,Tak menyangka bisa secepat ini yah udah brp tahun atok gua mati dan masih teringat di benak hati gua bagi kalian yang masih punya nenek dan atok sayangi lah mereka kerana tiada peluang kedua untuk menjumpai mereka,4 bulan yang lalu,YouTube (Nadhif),tak menyangka secepat yah brp tahun atok gua mati masih teringat benak hati gua kalian masih punya nenek atok sayangi lah kerana tiada peluang kedua menjumpai
@rahmadkusairi1725,"Dulu ku begitu saat bersamamu... tp memang semua ada masanya.. kau pergi begitu saja dengan alasan yg tak jelas dan tak bisa kuterima saat itu... hubungan yg cukup lama 3.7th lamanya... makasih atas semuanya doaku semoga kamu bahagia selalu... "" P A D""",4 bulan yang lalu,YouTube (Nadhif),dulu begitu bersamamu memang semua masanya kau pergi begitu alasan tak jelas tak kuterima hubungan cukup lama lamanya makasih atas semuanya doaku semoga bahagia selalu
@DapiiTKJ,ILY,1 bulan yang lalu,YouTube (Nadhif),ily
@srilestari-ow1ty,"Semoga aku dan suami segera di kasih momongan yang sholeh dan sholeha. Sementara ini sabar aja denger orang2 pada ngomongin kita , semoga aku dan suami jg diberikan kesabaran , keikhlasan, kelapangan karena kita nggak punya hak buat nutup mulut orang2 yang jahat sama kita . Maaf ya mas himawan , semoga kamu selalu cinta sama aku , sayang tetep sama2 bareng sama aku . Maaf yaaa , aku mau ngomong gini kadang malu , intinya jangan tinggalin aku misalnya nanti sampai tua kita nggak punya anak - anak❤",4 bulan yang lalu,YouTube (Nadhif),semoga suami segera kasih momongan sholeh sholeha sementara sabar denger orang ngomongin semoga suami diberikan kesabaran keikhlasan kelapangan nggak punya hak nutup mulut orang jahat maaf mas himawan semoga selalu cinta sayang tetep bareng maaf yaaa mau ngomong gini kadang malu intinya tinggalin misalnya nanti tua nggak punya anak anak
@andrapedroz,"Ini baru buka youtube semenjak bencana Di Salareh Aia, Agam. Sebelumnya cuma denger cuplikan aja.",1 bulan yang lalu,YouTube (Nadhif),baru buka youtube semenjak bencana salareh aia agam sebelumnya cuma denger cuplikan
@niaramdani20,"nandhif,aku menyimpan seseorang di lagu ini yang ku kenal dari tahun 2021❤️",4 bulan yang lalu,YouTube (Nadhif),nandhif menyimpan seseorang lagu kenal tahun
@Minthurr,"Ingin rasanya aku berdansa denganmu, di iringi lagu ini. ><               When yh",2 bulan yang lalu,YouTube (Nadhif),ingin rasanya berdansa denganmu iringi lagu when
@TiaraPebia,Halo nadhif doain aku ya semoga kisah ku sama seperti lagu mu😊,2 bulan yang lalu,YouTube (Nadhif),halo nadhif doain semoga kisah lagu
@pramaziyahfuaidah,Enak bgt plz repeat 127000000x,4 bulan yang lalu,YouTube (Nadhif),enak bgt plz repeat
@KiVAa-s7g,Makasih Nadhif udh bikin hati yang sedih kembali ke semula,3 bulan yang lalu,YouTube (Nadhif),makasih nadhif udh bikin hati sedih kembali semula
@muhammadar-h9u,"pasti nadhif lagu ini sampe banget ke dalam hatiku,lagunya dalam banget untuk aku,nadhif hidupku lagi tidak baik baik aja,aku lagi sedih karena hidupku lagi hancur,duniaku lagi hancur,aku lagi sedih karena hidupku lagi tidak baik baik aja,duniaku lagi hancur,aku lagi gak semangat dalam menjalani hidupku,tapi disaat duniaku lagi runtuh,disaat keadaanku lagi tidak baik baik aja terus aku dengerin lagu ini tuh rasanya aku jadi semangat lagi dalam menjalani hidupku,saat aku dengerin lagu yg sebagus ini aku jadi yakin bahwa semua kesedihanku akan berakhir dengan kebahagiaan yg akan datang kepadaku nanti,nadhif bagiku lagu ini tuh maknanya sangat dalam banget,pas aku dengerin lagu ini aku jadi terharu karena saat aku dengerin lagu ini rasanya aku jadi kayak bahagia gitu,aku tahu lagu ini ternyata maknanya sangat dalam untuk aku 😊❤",4 bulan yang lalu,YouTube (Nadhif),pasti nadhif lagu sampe banget hatiku lagunya banget nadhif hidupku baik baik sedih hidupku hancur duniaku hancur sedih hidupku baik baik duniaku hancur semangat menjalani hidupku disaat duniaku runtuh disaat keadaanku baik baik dengerin lagu tuh rasanya semangat menjalani hidupku dengerin lagu sebagus yakin bahwa semua kesedihanku berakhir kebahagiaan datang kepadaku nanti nadhif bagiku lagu tuh maknanya banget pas dengerin lagu terharu dengerin lagu rasanya kayak bahagia gitu tahu lagu ternyata maknanya
@cindysilviarhm,"Nadhif, aku menyimpan seseorang di lagu ini🥹",3 bulan yang lalu,YouTube (Nadhif),nadhif menyimpan seseorang lagu
@halloigfhc,kangen jakarta dan cerita kita,3 minggu yang lalu,YouTube (Nadhif),kangen jakarta cerita
@taufikwahyudi-ix9ll,lagu ini memberiku semangat lgi untuk membahagiakan istriku yg tercinta yang mana kami telah melewati segala rintangan,3 bulan yang lalu,YouTube (Nadhif),lagu memberiku semangat lgi membahagiakan istriku tercinta mana telah melewati segala rintangan
@AzzraaArdiansyah,emang seenak itu lagu menolog😢❤,4 bulan yang lalu,YouTube (Nadhif),emang seenak lagu menolog
@sitiasiah-l5n,"Lagu ini....  Ahhhhhh, mana bisa aku lupa tentang hal hal yang membuatku merasa lebih berarti...",5 bulan yang lalu,YouTube (Nadhif),lagu ahhhhhh mana lupa tentang hal hal membuatku merasa berarti
@SahestiAfriani,"Hai kak nadhif ,, terimakasih lagunya , tgl 3 Desember kemarin aku kehilangan putra pertama ku yang sudah aku tunggu 3 tahun pernikahan 💜 , Tuhan hanya mengizinkan aku untuk mengandung dan melahirkannya, tapi tidak untuk mengurusnya 🕊️🕊️ tapi aku percaya dia akan terlahir kembali dengan versi adeknya yang sehat, kuat , panjang umur dan tidak kekurangan satu apapun 🤲🤲🤲🤲",1 bulan yang lalu,YouTube (Nadhif),hai kak nadhif terimakasih lagunya tgl desember kemarin kehilangan putra pertama tunggu tahun pernikahan tuhan mengizinkan mengandung melahirkannya mengurusnya percaya terlahir kembali versi adeknya sehat kuat panjang umur kekurangan satu apapun
@Sarah.Wht09,❤️❤️❤️,2 bulan yang lalu,YouTube (Nadhif),
@SintyaSweetGirl,You are loved ❤,3 bulan yang lalu,YouTube (Nadhif),you are loved
@arinamusyarofah8542,"Lagunya mengingatkan dia yg skrg jauh, jd ingin bertemu dia lagi😊😂",4 bulan yang lalu (diedit),YouTube (Nadhif),lagunya mengingatkan skrg jauh ingin bertemu
@AnjaySlebew-w8p,pengen juga seseorang sekadar jadi teman cerita,4 bulan yang lalu,YouTube (Nadhif),pengen seseorang sekadar teman cerita
@HannaParasdiva,"Kalau kebanyakan orang berpikir ini lagu romantis buat pasangan, aku justru selalu bayangin lagu ini dari ""diriku versi kecil"" buat ""diriku yang sekarang"". Buat menguatkan diriku yang dihadapkan ke kehidupan menuju dewasa yang cukup berat dengan segala lukanya. Kadang ngerasa nggak bakal kuat, tapi tiap denger lagu ini tuh kayak ngeliat anak kecil dalam diri aku yang lagi nguatin ""Ayoo semangatt, semua yang buruk bakal lewat. Dunia pasti ada akhirnya, aku bakal temenin kamu"" dan berakhir nangis. Makasih ya kak Nadhif dan tim udah bikin lagu keren dan haru ini yang selalu berhasil menguatkan aku. Sehat dan bahagia selalu, kak!",4 bulan yang lalu,YouTube (Nadhif),kebanyakan orang berpikir lagu romantis pasangan justru selalu bayangin lagu diriku versi kecil diriku sekarang menguatkan diriku dihadapkan kehidupan menuju dewasa cukup berat segala lukanya kadang ngerasa nggak bakal kuat tiap denger lagu tuh kayak ngeliat anak kecil diri nguatin ayoo semangatt semua buruk bakal lewat dunia pasti akhirnya bakal temenin berakhir nangis makasih kak nadhif tim bikin lagu keren haru selalu berhasil menguatkan sehat bahagia selalu kak
@apriscadyani1881,"Nadhif, aku membawa seseorang dalam lagu ini..  Setiap kali aku memutarnya, tak perlu waktu lama untuk mengingatnya..  ""Maka tenang saja kita disini berdua""  Yang benar saja, aku dibiarkan sendiri menghadapi badai ini..  Aku tidak benci, hanya sedikit menyalahkan diriku sendiri, bagaimana bisa aku percaya atas semua ucapnya..  Tapi tenang saja dhif, akan kunikmati sendiri semua yang ada..dan lagumu masih tetap menjadi salah satu list song favoritku☺",2 bulan yang lalu,YouTube (Nadhif),nadhif membawa seseorang lagu setiap kali memutarnya tak perlu waktu lama mengingatnya maka tenang disini berdua benar dibiarkan sendiri menghadapi badai benci sedikit menyalahkan diriku sendiri bagaimana percaya atas semua ucapnya tenang dhif kunikmati sendiri semua lagumu masih tetap menjadi salah satu list song favoritku
@HasanahNidaul,Menunggu jodoh,3 bulan yang lalu,YouTube (Nadhif),menunggu jodoh
@atieresmiati5755,PA Sampang  mantap... juara 💪,3 bulan yang lalu,YouTube (Nadhif),sampang mantap juara
@muhamadhafiz3866,Hallo Nadhif akhirnya gak kerasa wafat ayahku udah mau 4 tahun dari 25 Desember 2021 - 24 Januari 2026 Aku kangen dengan ayahku aku bener bener nangis hidup ku hancur aku gabisa biayain sekolah akhirnya aku bener bener hampir putus sekolah karena gada uang disitulah aku merasa sedih,1 bulan yang lalu (diedit),YouTube (Nadhif),hallo nadhif akhirnya kerasa wafat ayahku mau tahun desember januari kangen ayahku bener bener nangis hidup hancur gabisa biayain sekolah akhirnya bener bener hampir putus sekolah gada uang disitulah merasa sedih
@NielKarunia-b7n,Dia bersandar pada orang lain bukan bersandar pada ku 🙂🥀,2 bulan yang lalu,YouTube (Nadhif),bersandar orang lain bukan bersandar
@MuhammadSuyudiR1R2R3R15,❤,2 bulan yang lalu,YouTube (Nadhif),
@bbillyhill,on repeat,1 bulan yang lalu,YouTube (Nadhif),repeat
@xiagungyt5723,"Aku akan kembali dan tunjukkan komentar ini kepada orang yg menjadi jodohku nanti, dan semoga itu adalah orang yg selalu ku doakan di setiap sujud ku  Bogor 1 Desember 2025",3 bulan yang lalu,YouTube (Nadhif),kembali tunjukkan komentar kepada orang menjadi jodohku nanti semoga adalah orang selalu doakan setiap sujud bogor desember
@kixeofficialyoutube,The genius of aranggement was cooking right here ❤,4 bulan yang lalu,YouTube (Nadhif),the genius aranggement was cooking right here
@wendysiagian9311,Mantap bang😢,3 bulan yang lalu,YouTube (Nadhif),mantap bang
@AtikRustanti,Terimakasih berkat lagu ini aku teringat dengan dia yang sudah pergi dengan dia😊❤,3 bulan yang lalu,YouTube (Nadhif),terimakasih berkat lagu teringat pergi
@GdDarma-f6o,Lagu yang paling menyentuh jiwa😢,2 minggu yang lalu,YouTube (Nadhif),lagu paling menyentuh jiwa
@ZaaX47,This is my favorite song😗,1 bulan yang lalu,YouTube (Nadhif),this favorite song
@ululazmi9233,"jika lagu dapat merubah mood mu, maka Al-Qur'an dapat merubah hidupmu 😊",4 bulan yang lalu,YouTube (Nadhif),jika lagu dapat merubah mood maka qur dapat merubah hidupmu
@afiqlino1317,2027 anyone?,1 hari yang lalu,YouTube (Nadhif),anyone
@selenaphila,💙,2 bulan yang lalu,YouTube (Nadhif),
@TiaAgustin23,"Haii nadifff Lagu ini dulu sering bngt doi sya nyanyiin buat sya, tapii skrg sy berjalan sendirian tanpaa genggaman tanganyaa lagiii, dulu kitaa selalu merencanakan rumah yg nyaman tenang dan bahagia, tapi skrg diaa malah memilih pergi bersama wanita lain yg baru dikenalnyaa😢🥺",2 bulan yang lalu,YouTube (Nadhif),haii nadifff lagu dulu sering bngt doi sya nyanyiin sya tapii skrg berjalan sendirian tanpaa genggaman tanganyaa lagiii dulu kitaa selalu merencanakan rumah nyaman tenang bahagia skrg diaa malah memilih pergi bersama wanita lain baru dikenalnyaa
@ongolongol-u2i,"bandar lampung, 01-11-25. kutipku "" dia sedang ada di sini "" - patah hatiku",4 bulan yang lalu,YouTube (Nadhif),bandar lampung kutipku sedang sini patah hatiku
@yuniLusia-e4j,Bagus banget❤❤❤❤❤,1 bulan yang lalu,YouTube (Nadhif),bagus banget
@AlblAlfadil,😢😢,5 bulan yang lalu,YouTube (Nadhif),
@agim387,✌🏻,3 bulan yang lalu,YouTube (Nadhif),
@nakanomiku788,👍🏼,3 bulan yang lalu,YouTube (Nadhif),
@Rezrandha,join ah,3 bulan yang lalu,YouTube (Nadhif),join
@nozomikawaiii0901,"it's been 3 months, i still miss him",4 bulan yang lalu,YouTube (Nadhif),been months still miss him
@delaratu5615,dengar lagu ini di saat telah melewati 2025 tahun terberat melalui  patahati yang teramat berat😊  sekarang hanya bisa pasrah di cintai atau tidak kehidupan terus berlanjut tapi tetap terus berharap menemukan cinta yang setara,2 bulan yang lalu,YouTube (Nadhif),dengar lagu telah melewati tahun terberat melalui patahati teramat berat sekarang pasrah cintai kehidupan berlanjut tetap berharap menemukan cinta setara
@muhammadimam7698,💯,3 minggu yang lalu,YouTube (Nadhif),
@auliasolihat2317,Aku suka banget sama lagunya🎉🎉🎉🎉🎉🎉❤❤❤❤❤😊😊😊😊😊,1 bulan yang lalu,YouTube (Nadhif),suka banget lagunya
@twenty-s4k,this song is good,2 minggu yang lalu,YouTube (Nadhif),this song good
@mohamadsaiful2372,🦕🙆🏻‍♀️🌻,3 bulan yang lalu,YouTube (Nadhif),
@esyasya,"halo nadhif, terimakasih atas lagu mu yang ini. senang sekali karna lagumu aku bisa mengerti tentang dia❤️",4 bulan yang lalu,YouTube (Nadhif),halo nadhif terimakasih atas lagu senang sekali lagumu mengerti tentang
@shiaranotshaira,"songs can really be magical, it touches a person's heart without knowing the meaning of the song.",4 bulan yang lalu,YouTube (Nadhif),songs can really magical touches person heart without knowing the meaning the song
@allfaa_tyn,"jika orang yg tepat ada, Tuhan pasti akan menghadirkannya. sekian tahun aku hidup, dg kegagalan yg ada, aku mulai mengalah dari harapan.  siapa pun kamu, dititik ini dan dengan semua kekalahanku, aku masih menunggumu😌",2 minggu yang lalu,YouTube (Nadhif),jika orang tepat tuhan pasti menghadirkannya sekian tahun hidup kegagalan mulai mengalah harapan siapa pun dititik semua kekalahanku masih menunggumu
@SajaliSajali-u9m,good,1 bulan yang lalu,YouTube (Nadhif),good
@ferrypriambudi9318,"Nadhif, aku sadar setiap waktu bersama pasangan adalah momen yg tidak boleh di sia sia kan, karena pada dasar nya kita adalah makhluk yg membutuhkan perhatian dan kasih sayang oleh seseorang yg kita cintai. #SampaiTitikTerakhirmu 16 Nov 2025 ❤",3 bulan yang lalu (diedit),YouTube (Nadhif),nadhif sadar setiap waktu bersama pasangan adalah momen boleh sia sia kan dasar adalah makhluk membutuhkan perhatian kasih sayang oleh seseorang cintai nov
@nanap.24,nikmati sementara yang ada,3 bulan yang lalu,YouTube (Nadhif),nikmati sementara
@febikuspasari5796,"Lagi ngebayangin kalo Allah ngomong sesuai sama lirik lagu ini ke kita apa gk melting hati kita rasanya. MasyaAllah, jgn pernah tinggalkan kami sendiri yaAllah🤎🥺",2 bulan yang lalu,YouTube (Nadhif),ngebayangin allah ngomong sesuai lirik lagu melting hati rasanya masyaallah jgn pernah tinggalkan sendiri yaallah
@SriJanFristinaSimanjuntak,Aku selalu dengar lagu ini mau tidur,3 minggu yang lalu,YouTube (Nadhif),selalu dengar lagu mau tidur
@WisnuGautama-t4b,Siapa pun jodoh ku dimasa depan,4 bulan yang lalu,YouTube (Nadhif),siapa pun jodoh dimasa depan
@Bonibnn,😊,2 minggu yang lalu,YouTube (Nadhif),
@bndsp2626,"Bukan lagu religi, tapi bikin merinding sebadan-badan. 😢  Bukan lagi masuk ke hati, tapi juga mengobrak-abrik, mengingatkan kalo dunia ini hanya sementara. 🥺😭",3 bulan yang lalu,YouTube (Nadhif),bukan lagu religi bikin merinding sebadan badan bukan masuk hati mengobrak abrik mengingatkan dunia sementara
@ahmadrijal7586,👍🏽,3 bulan yang lalu,YouTube (Nadhif),
@AhmadJalaludin-v8i,Nikmati sementara yg ada,1 bulan yang lalu,YouTube (Nadhif),nikmati sementara
@FaturArt-v5f,Aku menyimpan kamu di lagu ini zyaa :),3 minggu yang lalu (diedit),YouTube (Nadhif),menyimpan lagu zyaa
@cinabun-3348,wow,4 bulan yang lalu,YouTube (Nadhif),wow
@genesisgiancarlo5768,"Bahkan sampai saat inipun aku tidak bisa berhenti untuk mencintaimu, meskipun suara tawamu tak lagi bisa kudengar dan senyummu tak lagi bisa kulihat..,(A) 27 Januari 2026",1 bulan yang lalu,YouTube (Nadhif),bahkan inipun berhenti mencintaimu meskipun suara tawamu tak kudengar senyummu tak kulihat januari
@NadaCinta-n6c6s,Dengan lagu ini aku sadar jangan mencintai orng  yg enggak merespon kita,1 bulan yang lalu,YouTube (Nadhif),lagu sadar mencintai orng enggak merespon
@MelisaManipada,"Nadhif ,kenapa yah kisah ku tak seindah lagu mu 😌 soal kluarga,teman,pacar gak prnh ngerti perasaan aku",3 bulan yang lalu,YouTube (Nadhif),nadhif kenapa yah kisah tak seindah lagu soal kluarga teman pacar prnh ngerti perasaan
@MiaAlfiana-h5e,😢❤,4 bulan yang lalu,YouTube (Nadhif),
@melianaapril1956,🎧🎧,4 bulan yang lalu,YouTube (Nadhif),
@ayyihrp25,"halo nadhif, sebelumnya aku udh tau lagu kamu. tapi sekarang aku ngerasa lagu kamu special, dia yg ngirim aku lagu kamu. sekarang aku baru ngerti arti dari lirik lagu ini. terimakasih ya, untuk pertama kalinya aku nyimpen seseorang di lagu. dia org yg lucukk, aku seneng bgt skrg. nanti aku kembali kesini lagi ya.",3 minggu yang lalu (diedit),YouTube (Nadhif),halo nadhif sebelumnya udh tau lagu sekarang ngerasa lagu special ngirim lagu sekarang baru ngerti arti lirik lagu terimakasih pertama kalinya nyimpen seseorang lagu org lucukk seneng bgt skrg nanti kembali kesini
@triananaa1105,lagu ini kek deep bangett di hati,3 bulan yang lalu,YouTube (Nadhif),lagu kek deep bangett hati
@vabzforyou,"yang sudah tuhan jauhkan, jangan lagi di pertanyakan.  31 oktober 2025.",4 bulan yang lalu (diedit),YouTube (Nadhif),tuhan jauhkan pertanyakan oktober
@majidzakariyya,"Iwox said : Gapapa lambat asal tepat , seumur hidup itu lamaaa",2 bulan yang lalu,YouTube (Nadhif),iwox said gapapa lambat asal tepat seumur hidup lamaaa
@BaimLehoy-e7g,Kaka langsung ngingetin aku soal masa lalu😣😢😭,2 bulan yang lalu,YouTube (Nadhif),kaka langsung ngingetin soal masa lalu
@alfaraji7207,🥰,3 bulan yang lalu,YouTube (Nadhif),
@astriykhoirunnisa5606,Semoga aku dan suamiku bisa bersama sampai surga..semoga kita dapat menua bersama..,2 minggu yang lalu,YouTube (Nadhif),semoga suamiku bersama surga semoga dapat menua bersama
@MindaMindasari,Baru bersama  Lalu style lagu bergema😢🥀,5 bulan yang lalu,YouTube (Nadhif),baru bersama lalu style lagu bergema
@FitrieHasibuan2112,Peluk jauh untuk kamu Kak. Kamu hebat dan kuat sekali.,3 bulan yang lalu,YouTube (Nadhif),peluk jauh kak hebat kuat sekali
@ayyihrp25,"halo nadhif, aku menepati janjiku, aku datang kembali kesini.  aku dan dia punya harapan yg sama sebelumnya, dan ya hari ini, saat ini, kita memulai melakukan hal yg benar benar kita harapkan itu. semoga dgn ini, aku mendapatkan kebahagiaan yg ku cari selama ini dan begitupun dia. sederhana, semoga kita selalu merasa cukup dan bersyukur.",3 hari yang lalu (diedit),YouTube (Nadhif),halo nadhif menepati janjiku datang kembali kesini punya harapan sebelumnya hari memulai melakukan hal benar benar harapkan semoga dgn mendapatkan kebahagiaan cari selama begitupun sederhana semoga selalu merasa cukup bersyukur
